STITCH 1,STITCH 2,Polypharmacy Side Effect,Side Effect Name
CID000003075,CID000004425,C0008325,cholecystitis
CID000003075,CID000003333,C0008325,cholecystitis
CID000003075,CID000003339,C0497156,Adenopathy
CID000005070,CID000005512,C0011127,decubitus ulcer
CID000005070,CID000005095,C0020505,hyperalimentation
CID000005070,CID000005732,C0497156,Adenopathy
CID000003414,CID000003440,C0036974,cardiovascular collapse
CID000003414,CID000071616,C0043094,weight gain
CID000003414,CID000005645,C0043094,weight gain
CID000003414,CID000074989,C0043096,loss of weight
CID000003414,CID000004894,C0043096,loss of weight
CID000005645,CID000071616,C0043094,weight gain
CID000005645,CID000074989,C0040034,thrombocytopenia
CID000005645,CID006398525,C0008325,cholecystitis
CID000005645,CID000667490,C0001339,acute pancreatitis
CID000005645,CID000170361,C0015230,eruption
CID000005645,CID000060787,C0008350,cholelithiasis
CID000005645,CID000163742,C0040034,thrombocytopenia
CID000005645,CID000062924,C0020538,High blood pressure
CID000005645,CID000005978,C0030552,muscle paresis
CID000005645,CID000019090,C0008033,pleural pain
CID000005645,CID000027686,C0042384,angiitis
CID000005645,CID000005732,C0017152,gastric inflammation
CID000005645,CID003468412,C0011615,allergic dermatitis
CID000005645,CID000119182,C0151714,hypermagnesemia
CID000005645,CID000060612,C0003537,aphasia
CID000065027,CID000074989,C0000786,abortion spontaneous
CID000004601,CID000005719,C0497156,Adenopathy
CID000004601,CID000004745,C0006444,bursitis
CID000004601,CID000004889,C0017152,gastric inflammation
CID000004601,CID000005487,C0038454,apoplexy
CID000004601,CID000005544,C0015230,eruption
CID000004601,CID000004900,C0497156,Adenopathy
CID000004601,CID000005512,C0013604,edema
CID000004601,CID000005095,C0015230,eruption
CID000004601,CID000005073,C0038454,apoplexy
CID000004601,CID000005358,C0041834,erythema
CID000004601,CID000005732,C0041834,erythema
CID000004601,CID000004920,C0038999,bulging
CID000004601,CID000004691,C0008325,cholecystitis
CID000004601,CID000004927,C0497156,Adenopathy
CID000004601,CID000062924,C0043096,loss of weight
CID000004601,CID000170361,C0004144,atelectasis
CID000005978,CID006398525,C0042487,phlebothrombosis
CID000005978,CID000019090,C0043096,loss of weight
CID000005978,CID000060754,C0015256,Excoriation
CID000005978,CID003468412,C0038454,apoplexy
CID000005978,CID000060787,C0020443,elevated cholesterol
CID000005978,CID000062924,C0041834,erythema
CID000005978,CID000071616,C0041834,erythema
CID000005978,CID000060184,C0040034,thrombocytopenia
CID000005978,CID000147912,C0497156,Adenopathy
CID000005978,CID000667490,C0699744,ear infection
CID000001986,CID000003310,C0040034,thrombocytopenia
CID000001986,CID000003405,C0038454,apoplexy
CID000001986,CID000004909,C0011168,deglutition disorder
CID000001986,CID000004900,C0018944,haematoma
CID000001986,CID000002284,C1260880,rhinorrhea
CID000001986,CID000003661,C0017601,glaucoma
CID000001986,CID000003062,C0017601,glaucoma
CID000001986,CID000004173,C0750426,increased white blood cell count
CID000001986,CID000002022,C0015230,eruption
CID000001986,CID000005478,C0013221,drug toxicity NOS
CID000001986,CID000003890,C0029925,Ovarian cancer
CID000001986,CID000002806,C0026848,muscle disorder
CID000001986,CID000005073,C0009676,confusion
CID000001986,CID000005732,C0231807,Dyspnea exertional
CID000001986,CID000003440,C0041834,erythema
CID000001986,CID000004691,C0018946,hematoma subdural
CID000001986,CID000003937,C0018099,gout
CID000001986,CID000002771,C0004604,Back Ache
CID000001986,CID000003883,C0750426,increased white blood cell count
CID000001986,CID000004894,C0018099,gout
CID000001986,CID000004819,C0013221,drug toxicity NOS
CID000001986,CID006398525,C0004610,Bacteraemia
CID000001986,CID000003676,C0015300,exophthalmos
CID000001986,CID000004536,C0426636,defaecation urgency
CID000060612,CID000071616,C0020538,High blood pressure
CID000004138,CID000004173,C0038454,apoplexy
CID000004138,CID000005478,C0043094,weight gain
CID000004138,CID000005732,C0013604,edema
CID000004138,CID000062924,C0038454,apoplexy
CID000004138,CID000004691,C0020461,Excess potassium
CID000004138,CID000004927,C0038454,apoplexy
CID000004138,CID000004920,C0033860,psoriasis
CID000004138,CID000004889,C0038454,apoplexy
CID000004138,CID003468412,C0038454,apoplexy
CID000004138,CID000004900,C0017152,gastric inflammation
CID000004138,CID000005544,C0035220,neonatal respiratory distress syndrome
CID000004138,CID000004585,C0011206,acute brain syndrome
CID000004138,CID000005245,C0009676,confusion
CID000004138,CID000004510,C0040034,thrombocytopenia
CID000004138,CID000004894,C0040034,thrombocytopenia
CID000119182,CID003468412,C0151714,hypermagnesemia
CID000002375,CID000004894,C0497156,Adenopathy
CID000002375,CID000005732,C0497156,Adenopathy
CID000002375,CID000005512,C0043096,loss of weight
CID000002375,CID000003440,C0008325,cholecystitis
CID000002375,CID000002771,C0522055,abnormal ECG
CID000002375,CID000003961,C0017152,gastric inflammation
CID000002375,CID000003937,C0162529,colitis ischemic
CID000002375,CID000002524,C0017152,gastric inflammation
CID000002375,CID000002541,C0009806,constipated
CID000002375,CID000004510,C0004604,Back Ache
CID000002375,CID000002806,C0026986,myelodysplasia
CID000002375,CID000003405,C0008325,cholecystitis
CID000002375,CID000003062,C0038454,apoplexy
CID000002375,CID000004900,C0017152,gastric inflammation
CID000002375,CID000003883,C0085680,hypochloraemia
CID000002375,CID000004666,C0007642,cellulitis
CID000002375,CID000004889,C0038454,apoplexy
CID000002375,CID000019090,C0008325,cholecystitis
CID000027686,CID000060865,C0027497,nausea
CID000027686,CID003468412,C0038454,apoplexy
CID000027686,CID000062924,C0043096,loss of weight
CID000002907,CID003468412,C0008325,cholecystitis
CID000002907,CID000004927,C0497156,Adenopathy
CID000002907,CID000003062,C0008325,cholecystitis
CID000002907,CID000060184,C0042384,angiitis
CID000002907,CID000004158,C0004610,Bacteraemia
CID000002907,CID000003405,C0017152,gastric inflammation
CID000002907,CID000074989,C0151699,haemorrhage intracranial
CID000002907,CID000003516,C0038454,apoplexy
CID000002907,CID000004666,C0017152,gastric inflammation
CID000002907,CID000004900,C0016663,Bone Fracture Spontaneous
CID000002907,CID000003661,C0042384,angiitis
CID000002907,CID000004585,C0008325,cholecystitis
CID000002907,CID000003749,C0007642,cellulitis
CID000002907,CID000016231,C0024141,disseminated lupus erythematosus
CID000002907,CID000005732,C0497156,Adenopathy
CID000002907,CID000060787,C0020443,elevated cholesterol
CID000002907,CID000004691,C0042384,angiitis
CID000002907,CID000005073,C0031099,periodontitis
CID000002907,CID000004856,C0010823,CMV infection
CID000002907,CID000060852,C0043096,loss of weight
CID000002907,CID000147912,C0013221,drug toxicity NOS
CID000002907,CID000005512,C0034886,proctalgia
CID000002907,CID000004889,C0001339,acute pancreatitis
CID000002907,CID000004205,C0038454,apoplexy
CID000002907,CID000003890,C0040034,thrombocytopenia
CID000002907,CID000003333,C0020433,Bilirubinaemia
CID000002907,CID000003339,C0038454,apoplexy
CID000002907,CID000003440,C0008325,cholecystitis
CID000002907,CID000005245,C0042384,angiitis
CID000002907,CID000004170,C0040034,thrombocytopenia
CID000002907,CID000005544,C0026986,myelodysplasia
CID000002907,CID000667490,C0699744,ear infection
CID000002907,CID000060754,C0015256,Excoriation
CID000002907,CID000062924,C0043096,loss of weight
CID000002907,CID000071616,C0042384,angiitis
CID000002907,CID000019090,C0038454,apoplexy
CID000002907,CID000003780,C0038454,apoplexy
CID000002907,CID000005394,C0030552,muscle paresis
CID000002907,CID000003937,C0025637,methaemoglobinaemia
CID000002907,CID006398525,C0497156,Adenopathy
CID000002907,CID000004173,C0008325,cholecystitis
CID000002907,CID000003310,C0017152,gastric inflammation
CID000002907,CID000004425,C0008325,cholecystitis
CID000002907,CID000004894,C0026986,myelodysplasia
CID000002907,CID000003676,C0750426,increased white blood cell count
CID000002907,CID000003954,C0008325,cholecystitis
CID000002907,CID000004510,C0043094,weight gain
CID000002907,CID000003883,C0008325,cholecystitis
CID000002907,CID000003961,C0017152,gastric inflammation
CID000002907,CID000004819,C0024141,disseminated lupus erythematosus
CID000004046,CID000005732,C0014534,epididymitis
CID000004046,CID000004173,C0013491,ecchymoses
CID000004046,CID000004900,C0043094,weight gain
CID000004046,CID000170361,C0003123,Anorexia
CID000004046,CID000004927,C0043094,weight gain
CID000110635,CID000170361,C0015230,eruption
CID000004856,CID000005352,C0038454,apoplexy
CID000004856,CID000005512,C0497156,Adenopathy
CID000004856,CID000005073,C0017152,gastric inflammation
CID000004856,CID000170361,C0009676,confusion
CID000004856,CID000071329,C0009676,confusion
CID000004856,CID000062924,C0008325,cholecystitis
CID000004856,CID000004889,C0017152,gastric inflammation
CID000004856,CID000004927,C0043096,loss of weight
CID000004856,CID000005095,C0015230,eruption
CID000004856,CID006398525,C0043096,loss of weight
CID000004856,CID000005719,C0011854,insulin dependent diabetes mellitus
CID000004856,CID000004920,C0009319,colitis
CID000004856,CID000005245,C0042384,angiitis
CID000004856,CID000004900,C0008320,cholecystectomies
CID000004856,CID000005152,C0027769,nervous tension
CID000004856,CID000005732,C0497156,Adenopathy
CID000004856,CID000005478,C0043096,loss of weight
CID000004856,CID000004894,C0042384,angiitis
CID000004856,CID000005358,C0038454,apoplexy
CID000004856,CID000005544,C0011854,insulin dependent diabetes mellitus
CID000062924,CID000074989,C0040586,Tracheobronchitis
CID000062924,CID006447131,C0038454,apoplexy
CID000062924,CID006398525,C0497156,Adenopathy
CID000062924,CID000170361,C0008325,cholecystitis
CID000062924,CID000504578,C0013362,dysarthria
CID000062924,CID000071329,C0018099,gout
CID000062924,CID005493444,C0003811,Arrhythmia
CID000062924,CID000667490,C0038454,apoplexy
CID000062924,CID000131536,C0019209,enlarged liver
CID000062924,CID000115237,C0043094,weight gain
CID000062924,CID003468412,C0497156,Adenopathy
CID000062924,CID000071616,C0042384,angiitis
CID000504578,CID003468412,C0013362,dysarthria
CID000003410,CID000003883,C0017152,gastric inflammation
CID000003410,CID000005245,C0043096,loss of weight
CID000003410,CID000004894,C0042384,angiitis
CID000003410,CID000005732,C0042384,angiitis
CID000003410,CID000003516,C0497156,Adenopathy
CID000003410,CID000003440,C0015230,eruption
CID000003410,CID000003937,C0042384,angiitis
CID000003410,CID000005152,C0042384,angiitis
CID000003410,CID000004510,C0038454,apoplexy
CID000003410,CID000004900,C0015230,eruption
CID000003410,CID000170361,C0043096,loss of weight
CID000003410,CID000005544,C0002064,respiratory alkalosis
CID000003410,CID000004927,C0038454,apoplexy
CID000003410,CID000003961,C0043096,loss of weight
CID000003410,CID000004691,C0497156,Adenopathy
CID000003410,CID000004889,C0005779,Clotting
CID000003410,CID000005512,C0027441,nasopharyngitis
CID000004425,CID000004691,C0009806,constipated
CID000004425,CID000147912,C0004610,Bacteraemia
CID000004425,CID000004510,C0040034,thrombocytopenia
CID000004425,CID000004927,C0009806,constipated
CID000002806,CID000003440,C0017152,gastric inflammation
CID000002806,CID000003198,C0032290,aspiration pneumonia
CID000002806,CID000019090,C0037036,excessive salivation
CID000002806,CID000004510,C0235527,right heart failure
CID000002806,CID000004195,C0151611,abnormal EEG
CID000002806,CID000003954,C0231807,Dyspnea exertional
CID000002806,CID000170361,C0017152,gastric inflammation
CID000002806,CID000036339,C0008350,cholelithiasis
CID000002806,CID000003042,C0038454,apoplexy
CID000002806,CID000057537,C0043096,loss of weight
CID000002806,CID000005245,C0034888,rectal prolapse
CID000002806,CID000004909,C0008325,cholecystitis
CID000002806,CID000004900,C0004601,back injury
CID000002806,CID000004205,C0017152,gastric inflammation
CID000002806,CID000004201,C0041834,erythema
CID000002806,CID000005152,C0008325,cholecystitis
CID000002806,CID000003869,C0026986,myelodysplasia
CID000002806,CID000003516,C0017152,gastric inflammation
CID000002806,CID000003780,C0231807,Dyspnea exertional
CID000002806,CID000002949,C0008325,cholecystitis
CID000002806,CID000060865,C0699744,ear infection
CID000002806,CID000004236,C0008325,cholecystitis
CID000002806,CID000004748,C0038454,apoplexy
CID000002806,CID000004745,C0004601,back injury
CID000002806,CID005311082,C0235527,right heart failure
CID000002806,CID000003676,C0008325,cholecystitis
CID000002806,CID000003734,C0002962,angina
CID000002806,CID000005478,C0017152,gastric inflammation
CID000002806,CID000005732,C0008325,cholecystitis
CID000002806,CID000004666,C0041834,erythema
CID000002806,CID000004585,C0008325,cholecystitis
CID000002806,CID000004178,C0018099,gout
CID000002806,CID000004173,C0017152,gastric inflammation
CID000002806,CID000004170,C0017152,gastric inflammation
CID000002806,CID000005073,C0008325,cholecystitis
CID000002806,CID000009052,C0231807,Dyspnea exertional
CID000002806,CID000004691,C0017152,gastric inflammation
CID000002806,CID000005486,C0042384,angiitis
CID000002806,CID000003305,C0006444,bursitis
CID000002806,CID000004189,C0034888,rectal prolapse
CID000002806,CID000004614,C0017152,gastric inflammation
CID000002806,CID000071329,C0232492,abdominal pain upper
CID000002806,CID000002891,C0231807,Dyspnea exertional
CID000002806,CID000060754,C0041834,erythema
CID000002806,CID000131536,C0497156,Adenopathy
CID000002806,CID000004889,C0080274,bladder retention
CID000002806,CID000003405,C0017152,gastric inflammation
CID000002806,CID000003890,C0008325,cholecystitis
CID000002806,CID000003339,C0699744,ear infection
CID000002806,CID000003333,C0006112,metabolic encephalopathy
CID000002806,CID000005719,C0038454,apoplexy
CID000002806,CID004479097,C0040034,thrombocytopenia
CID000002806,CID000005512,C0702166,Acne
CID000002806,CID000004158,C0038454,apoplexy
CID000002806,CID000003827,C0027497,nausea
CID000002806,CID000003661,C0522055,abnormal ECG
CID000002806,CID000005095,C0162529,colitis ischemic
CID000002806,CID000003749,C0231807,Dyspnea exertional
CID000002806,CID000003741,C0013362,dysarthria
CID000002806,CID003468412,C0497156,Adenopathy
CID000002806,CID000005544,C0008325,cholecystitis
CID000002806,CID000003059,C0040034,thrombocytopenia
CID000002806,CID006398525,C0497156,Adenopathy
CID000002806,CID000012536,C0038454,apoplexy
CID000002806,CID000005352,C0027441,nasopharyngitis
CID000002806,CID000071616,C0043094,weight gain
CID000002806,CID000003310,C0017152,gastric inflammation
CID000002806,CID000125017,C0013362,dysarthria
CID000002806,CID000005358,C0041834,erythema
CID000002806,CID000004819,C0232492,abdominal pain upper
CID000002806,CID000003937,C0341858,adenomyosis
CID000002806,CID000003062,C0025637,methaemoglobinaemia
CID000002806,CID000004894,C0085606,micturition urgency
CID000002806,CID000005487,C0017152,gastric inflammation
CID000002806,CID000003883,C0497481,Penile pain
CID000002806,CID000667490,C0043096,loss of weight
CID000002806,CID000002951,C0040034,thrombocytopenia
CID000002806,CID000004075,C0017152,gastric inflammation
CID000002806,CID000004920,C0010054,arteriosclerotic heart disease
CID000002806,CID000004927,C0497156,Adenopathy
CID000002806,CID000060854,C0231807,Dyspnea exertional
CID000002806,CID000060852,C0017152,gastric inflammation
CID000002806,CID000163742,C0015544,failure to thrive
CID000002806,CID005493444,C0041834,erythema
CID000002806,CID006447131,C0038454,apoplexy
CID000002806,CID000060184,C0017152,gastric inflammation
CID000002806,CID000003961,C0017152,gastric inflammation
CID000001117,CID000004666,C0042384,angiitis
CID000001117,CID000002462,C0038454,apoplexy
CID000001117,CID000003869,C0038454,apoplexy
CID000001117,CID000002284,C0008325,cholecystitis
CID000001117,CID000005478,C0043094,weight gain
CID000001117,CID000060865,C0020443,elevated cholesterol
CID000001117,CID000004889,C0702166,Acne
CID000001117,CID000003405,C0008325,cholecystitis
CID000001117,CID000005732,C0008325,cholecystitis
CID000001117,CID000002550,C0043094,weight gain
CID000001117,CID000147912,C0235527,right heart failure
CID000001117,CID000003310,C0497156,Adenopathy
CID000001117,CID000003937,C0008325,cholecystitis
CID000001117,CID000060852,C0008325,cholecystitis
