drug_1_name,drug_2_name,drug_1_SMILES,drug_2_SMILES,molecular_interaction,mechanism,evidence,severity
Temozolomide,Thalidomide,CN1C(=O)N2C=NC(=C2N=N1)C(=O)N,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,Hydrogen Bonding,"Hydrogen bonding can occur due to the presence of a hydrogen bond donor in one molecule and a corresponding hydrogen bond acceptor in another. In this case, the amide groups present in both molecules can participate in hydrogen bonding.","In SMILES 1, the amide group is represented by the ""C(=O)N"" sequence, and in SMILES 2, the lactam structure ""NC(=O)"" and the carbonyl group in the diketone structure ""C(=O)"" can act as hydrogen bond donors and acceptors.",Moderate - This interaction could influence the molecules’ binding orientations or their solubility but depends on the overall molecular conformation and surrounding environment.
Haloperidol,indometacin,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,Hydrogen Bonding,"Hydrogen bonding can occur between a hydrogen donor group (e.g., hydroxyl or amine group) and an acceptor group (e.g., a carbonyl oxygen), leading to potential non-covalent interactions.","In SMILES 1, there is an -OH group in the structure (evident from ""CCC1(C2=CC=C(C=C2)Cl)O"" part), which can act as a hydrogen donor. In SMILES 2, there is a carbonyl group (evident from ""CC(=O)O"" part), which can act as a hydrogen bond acceptor.","Moderate – This interaction could potentially stabilize a complex if these groups are spatially aligned, affecting bioavailability or efficacy under certain conditions."
Amlodipine,Ziprasidone,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54,Hydrogen Bonding,Possible hydrogen bonding could occur between the tertiary amine nitrogen in SMILES 1 and the carbonyl oxygen in the lactam group of SMILES 2.,"- SMILES 1 contains the sequence ""COCCN"", indicating the presence of an ether-linked chain terminating in a tertiary amine, which can accept hydrogen bonds.
- SMILES 2 contains ""CC(=O)N"", indicating a lactam with a carbonyl group that can donate a hydrogen bond.","Moderate - This interaction could influence binding affinity if both drugs interact with a biological molecule simultaneously, affecting pharmacokinetics or dynamics."
Citalopram,Thalidomide,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,Hydrogen Bonding,"Hydrogen bonds can form between hydrogen bond donors and acceptors. In drug molecules, common donors are -NH, -OH groups, and common acceptors include -C=O, nitrile, and aromatic nitrogen atoms.",The second SMILES structure has multiple carbonyl groups (C=O) which can act as hydrogen bond acceptors. The first SMILES structure has an amine group (N in CN(C)) that can act as a hydrogen bond donor.,Moderate - Hydrogen bonds can significantly affect drug binding and solubility.
Norfloxacin,Zolpidem,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C,Hydrogen Bonding,"The carboxylic acid group in the first molecule can act as a hydrogen bond donor (or acceptor), and the carbonyl oxygen in the amide group of the second molecule can act as a hydrogen bond acceptor (or donor). This interaction can form a hydrogen bond between the hydrogen of the carboxylic acid in SMILES 1 and the carbonyl oxygen in SMILES 2 or vice versa.","SMILES 1 contains a ""C(=O)O"" group indicative of a carboxylic acid, while SMILES 2 contains a ""C(=O)N"" group indicative of an amide, presenting a potential pair for hydrogen bonding.","Moderate - This interaction could stabilize the proximity of the compounds within a biological context, potentially altering pharmacokinetic or pharmacodynamic properties."
Naproxen,Furosemide,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl,Hydrogen Bonding,"Hydrogen bonds can form between a hydrogen atom bonded to an electronegative atom (such as oxygen or nitrogen) and an electronegative atom with a lone pair of electrons, such as oxygen or nitrogen. In this case, potential hydrogen bond donors and acceptors are present.",SMILES 1 contains a carboxylic acid group (`C(=O)O`) that can act as both a hydrogen bond donor and acceptor. SMILES 2 has an amine nitrogen (`CNC`) that can act as a hydrogen bond donor and a sulfonamide group (`S(=O)(=O)N`) that can act as a hydrogen bond acceptor as well.,"Moderate - Hydrogen bonds can significantly impact the molecular interaction and binding affinity, leading to potential pharmacological effects."
Fentanyl,Labetalol,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O,Hydrogen Bonding,"Hydrogen bonds can form between the carbonyl oxygen of a ketone or amide and hydrogen donors such as -OH or -NH groups. In physiological conditions, this is a common form of molecular interaction.","- SMILES 1 contains multiple carbonyl groups (C=O), specifically at the 'CCC(=O)N' and 'C(=O)N' positions.
- SMILES 2 has both hydroxyl (-OH) and amine (-NH) groups, particularly at the 'NCC(C2=CC(=C(C=C2)O)' showing potential hydrogen bond donors.","Moderate - This interaction can influence the pharmacokinetic properties of drugs, such as altering solubility, permeability, or binding affinity."
Temazepam,Cinacalcet,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3,CC(C1=CC=CC2=CC=CC=C21)NCCCC3=CC(=CC=C3)C(F)(F)F,π-π Stacking,π-π stacking occurs between aromatic rings when they align in a way that allows for interactions between the π-electron clouds. This interaction is possible between the phenyl ring in SMILES 1 and the biphenyl structure in SMILES 2.,"SMILES 1 contains a phenyl ring represented by ""C3=CC=CC=C3"" and SMILES 2 features a biphenyl system ""C1=CC=CC2=CC=CC=C21"", both of which are capable of π-π stacking interactions due to their planar aromatic structures.",Moderate - π-π interactions can influence molecular recognition and binding but are generally less critical than other interactions like hydrogen bonds or ionic bonds in terms of pharmacological impact.
Ranitidine,Dobutamine,CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C,CC(CCC1=CC=C(C=C1)O)NCCC2=CC(=C(C=C2)O)O,Hydrogen bonding,Potential hydrogen bonding can occur between the hydroxyl groups in SMILES 2 and electronegative atoms or potential hydrogen bond acceptors in SMILES 1.,"SMILES 2 contains phenolic hydroxyl groups (-OH) that are capable of donating hydrogen bonds. In SMILES 1, the nitro group (N(=O)[O-]) contains oxygen atoms that can act as hydrogen bond acceptors.","Moderate - The presence of hydrogen bonding could impact the pharmacokinetic or pharmacodynamic properties by influencing solubility, stability, or the binding profile of the drugs."
Ofloxacin,Imatinib,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,Hydrogen Bonding,Hydrogen bonding could occur between the carboxylic acid group in SMILES 1 and the amine group in SMILES 2.,"SMILES 1 contains a ""C(=O)O"" group, suggesting the presence of a carboxylic acid, which can act as a hydrogen bond donor or acceptor. SMILES 2 contains an amine group ""NC(=O)"" which could potentially serve as a hydrogen bond acceptor.",Moderate - This hydrogen bonding could influence drug solubility or receptor binding but typically does not lead to significant pharmacological interactions without specific spatial alignment.
alendronic acid,Sumatriptan,C(CC(O)(P(=O)(O)O)P(=O)(O)O)CN,CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C,Hydrogen Bonding,The hydrogen bond could occur between the hydrogen atoms of the hydroxyl groups in the phosphate moieties of SMILES 1 and the sulfonamide oxygen in SMILES 2.,"SMILES 1 includes hydroxyl groups as part of the phosphonate groups (P(=O)(O)O), which are potential hydrogen donors. SMILES 2 contains a sulfonyl group (S(=O)(=O)) which includes oxygen that can act as hydrogen bond acceptors.",Moderate - Hydrogen bonds can increase the affinity or alter the solubility between these molecules in a biological system.
alendronic acid,Ibuprofen,C(CC(O)(P(=O)(O)O)P(=O)(O)O)CN,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,Hydrogen bonding,The phosphate groups in SMILES 1 contain oxygen atoms with lone pairs that can act as hydrogen bond acceptors. The carboxylic acid group in SMILES 2 has both a hydrogen atom capable of donating a hydrogen bond and an oxygen atom that can accept hydrogen bonds.,"SMILES 1 has the substructure P(=O)(O)O, indicating the presence of hydroxyl groups and phosphates with acceptor ability, whereas SMILES 2 contains the C(=O)O substructure, indicating a carboxylic acid group with both a donor (OH) and an acceptor (C=O).","Moderate - Hydrogen bonding can significantly influence the solubility and binding of molecules, but whether it impacts pharmacological action depends on specific binding site involvement."
Naproxen,Terazosin,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC,Hydrogen Bonding,"A hydrogen bond can form between a hydrogen bond donor in one molecule and a hydrogen bond acceptor in the other. In SMILES 1, the carboxylic acid group contains an -OH which can act as a hydrogen bond donor. In SMILES 2, there are multiple nitrogen atoms in the triazine ring that can serve as hydrogen bond acceptors.","SMILES 1 has the carboxylic acid group ""C(=O)O"" which provides the hydroxyl group for hydrogen bonding. SMILES 2 has the triazine ring ""C(=N)N"" with nitrogen atoms capable of accepting hydrogen bonds.","Moderate - The hydrogen bonding could influence the solubility or binding affinity when these molecules are present in the same environment, potentially affecting pharmacokinetics or pharmacodynamics."
Furosemide,Oxaprozin,C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl,C1=CC=C(C=C1)C2=C(OC(=N2)CCC(=O)O)C3=CC=CC=C3,Hydrogen Bonding,"Hydrogen bonds can form between hydrogen donors and acceptors between the two molecules. SMILES 1 contains a carboxylic acid group (-C(=O)O) which can act as both a hydrogen bond donor and acceptor. SMILES 2 also contains a carboxylic acid group, which can participate similarly.","In SMILES 1, the carboxylic acid group is represented by `C(=O)O`. In SMILES 2, the carboxylic acid group is similarly represented by `C(=O)O`.",Moderate - Hydrogen bonding is a common and moderate interaction which can influence drug solubility and binding but does not typically lead to drastic changes in pharmacological behavior unless part of a larger pattern of interactions.
Naproxen,Amoxapine,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,Pi-Pi Stacking,Pi-Pi stacking is an interaction that occurs between aromatic rings where electron clouds overlap. This interaction can stabilize the orientation of the molecules relative to each other.,The first SMILES contains a benzene ring connected to an ester (C1=CC2=C(C=C1...) while the second SMILES also contains a planar aromatic system (C2=NC3=CC=CC=C3). These planar aromatic structures can participate in pi-pi stacking interactions due to the proximity of electron-rich pi orbitals.,Moderate - Pi-Pi stacking can affect binding affinity and orientation of drug molecules with potential impacts on drug activity and metabolism.
Etiracetam,Ziprasidone,CCC(C(=O)N)N1CCCC1=O,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54,Hydrogen Bonding,"A hydrogen bond can occur between a hydrogen atom bonded to a highly electronegative atom (like oxygen or nitrogen) and a lone pair of electrons on another electronegative atom. In this case, the carbonyl group oxygen in SMILES 1 can act as a hydrogen bond acceptor, and the secondary amine hydrogen in SMILES 2 can act as a hydrogen bond donor.",The carbonyl oxygen in SMILES 1 (C(=O)N) provides a lone pair that can accept a hydrogen bond. The nitrogen in the piperazine ring of SMILES 2 (N in CN(CCN1)) has hydrogens that can potentially donate.,"Moderate - Given the presence of hydrogen bond capability on both drugs, this interaction could potentially affect their binding or solubility, but the overall physiological impact would depend on the context of their use and concentration."
Celecoxib,Chloroquine,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,Pi-Pi stacking,"Pi-Pi stacking occurs when aromatic rings interact through their pi-electron clouds, providing a non-covalent interaction that can stabilize the complex between two molecules.",SMILES 1 contains two benzene rings [(C1=CC=C(C=C1)] and SMILES 2 also contains an aromatic ring system with two interconnected ring structures [C1=C2C=CC(=CC2=NC=C1)]. These aromatic rings can participate in pi-pi stacking interactions.,"Moderate - While pi-pi stacking can influence molecular binding and pharmacodynamics, its direct impact may vary depending on the larger three-dimensional context of a drug-receptor interaction."
Ranitidine,Rosiglitazone,CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3,Hydrogen bonding,The nitro group (–[N+](=O)[O-]) in SMILES 1 can act as a hydrogen bond acceptor due to the presence of electronegative oxygen atoms. The NH group in the thioamide moiety (–NC(=O)S–) in SMILES 2 can act as a hydrogen bond donor because of the presence of the hydrogen atom bonded to nitrogen.,"In SMILES 1, the nitro group contains oxygen atoms capable of hydrogen bonding, and in SMILES 2, the NH group provides a hydrogen atom for potential interaction.","Moderate - While individually these interactions may not be strong, in the context of a complex biological environment, they could potentially stabilize interactions between the molecules, affecting drug activity or binding to a target."
acetazolamide,Famotidine,CC(=O)NC1=NN=C(S1)S(=O)(=O)N,C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N,Hydrogen Bonding,"A hydrogen bond can occur between a hydrogen donor and a hydrogen acceptor. In the given SMILES, there is a potential interaction where an NH group acts as a hydrogen donor, and an oxygen atom in a sulfonamide group acts as a hydrogen acceptor.","In SMILES 1, the NH group from the sulfonamide (-S(=O)(=O)N) can serve as a hydrogen donor. In SMILES 2, the oxygen atom in the sulfonamide group (-S(=O)(=O)N) can serve as a hydrogen acceptor for the NH group from the first SMILES.","Moderate - Hydrogen bonding could stabilize a complex under physiological conditions, possibly influencing binding affinity but not causing a steric clash or serious interaction on its own."
Ketorolac,Ticlopidine,C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O,C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl,π-π Stacking,π-π stacking occurs when aromatic rings interact due to their cloud of delocalized electrons. The planar nature of aromatic rings allows them to align parallel to one another and stabilize their interaction.,Both SMILES strings contain benzene rings (C3=CC=CC=C3 in SMILES 1 and C3=CC=CC=C3 in SMILES 2). These aromatic rings present in the structures of both drugs suggest the possibility of π-π stacking.,Moderate - π-π stacking can affect the pharmacokinetic properties such as absorption and distribution but typically does not result in strong pharmacodynamic interactions.
Famotidine,Fosphenytoin,C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N,C1=CC=C(C=C1)C2(C(=O)N(C(=O)N2)COP(=O)(O)O)C3=CC=CC=C3,Hydrogen bonding,"Hydrogen bonds can form between hydrogen atom donors and acceptors such as nitrogen, oxygen, or sulfur atoms with lone pairs. In physiological conditions, these interactions are crucial in binding and stability.","The first SMILES contains amine groups (-NH2) and sulfonamide groups (-S(=O)(=O)N) which can act as hydrogen bond donors and acceptors. The second SMILES has carbonyl oxygens (=O), phosphate oxygens, and potentially the amide nitrogen, which can function as acceptors.",Moderate - This interaction is common in biological systems and could affect the binding affinity and pharmacokinetics of the drugs involved.
Ranitidine,Sibutramine,CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C,CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C,Steric Clashes,"The presence of bulky groups within close proximity in both SMILES strings can lead to steric clashes, potentially affecting how these molecules might fit into binding sites or interact with other molecules.",The first SMILES contains a secondary amine (NCCSCC1) and a bulky group with aromatic rings (C1=CC=C(O1)CN(C)C). The second SMILES also has a bulky tert-butyl group (CC(C)C) and a cyclohexane ring (C1(CCC1)). These bulky groups can cause steric hindrance when in close proximity.,"Moderate - Depending on the binding environment, steric clashes might significantly affect binding affinity or pharmacokinetics, but the impact can vary based on spatial orientation and flexibility."
